neighbourhood,longitude,room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
16.0,-73.97654,1.0,1.0,35.0,1.0,355.0
21.0,-73.92,1.0,2.0,10.0,1.0,3.0
28.0,-73.95901,1.0,4.0,2.0,1.0,0.0
8.0,-73.97026,1.0,30.0,5.0,91.0,311.0
7.0,-73.98762,0.0,2.0,35.0,1.0,93.0
21.0,-73.92553,0.0,30.0,1.0,3.0,4.0
8.0,-73.97221,1.0,1.0,2.0,1.0,0.0
25.0,-73.93744,0.0,3.0,4.0,1.0,0.0
2.0,-73.95243,1.0,1.0,102.0,2.0,91.0
21.0,-73.90987,0.0,2.0,38.0,1.0,0.0
4.0,-73.94261,1.0,5.0,52.0,2.0,323.0
56.0,-73.92343,0.0,1.0,99.0,9.0,341.0
12.0,-73.95813,0.0,1.0,115.0,3.0,359.0
117.0,-73.94972,1.0,2.0,20.0,1.0,0.0
2.0,-73.94199,1.0,1.0,21.0,2.0,0.0
6.0,-73.92513,0.0,2.0,21.0,1.0,0.0
75.0,-74.03598,1.0,5.0,31.0,1.0,151.0
1.0,-73.96667,1.0,28.0,1.0,49.0,257.0
107.0,-73.73323,0.0,3.0,0.0,2.0,365.0
21.0,-73.92143,0.0,3.0,5.0,1.0,39.0
21.0,-73.92912,0.0,3.0,1.0,1.0,0.0
46.0,-73.79045,1.0,1.0,96.0,1.0,31.0
113.0,-73.98365,1.0,2.0,18.0,1.0,0.0
19.0,-73.98273,0.0,1.0,1.0,1.0,0.0
106.0,-73.79494,0.0,1.0,2.0,5.0,361.0
13.0,-73.97322,1.0,3.0,19.0,3.0,0.0
15.0,-73.95144,1.0,1.0,0.0,1.0,0.0
28.0,-73.95868,1.0,2.0,7.0,1.0,363.0
12.0,-73.94135,0.0,2.0,4.0,1.0,364.0
11.0,-74.00434,1.0,2.0,3.0,1.0,0.0
129.0,-73.86089,0.0,2.0,11.0,2.0,89.0
28.0,-73.95632,1.0,6.0,3.0,1.0,93.0
6.0,-73.95,0.0,5.0,8.0,1.0,0.0
1.0,-73.96841,1.0,3.0,50.0,1.0,4.0
19.0,-73.97789,1.0,3.0,6.0,1.0,34.0
1.0,-73.98182,0.0,1.0,2.0,5.0,322.0
12.0,-73.94397,0.0,3.0,1.0,1.0,0.0
19.0,-73.98987,1.0,1.0,141.0,1.0,302.0
22.0,-73.9522,1.0,2.0,168.0,1.0,246.0
20.0,-73.94741,1.0,3.0,3.0,1.0,0.0
2.0,-73.94252,0.0,1.0,10.0,1.0,0.0
22.0,-73.95451,1.0,6.0,33.0,1.0,0.0
28.0,-73.95131,1.0,31.0,8.0,33.0,342.0
123.0,-74.01407,0.0,5.0,66.0,5.0,326.0
11.0,-74.00167,1.0,3.0,1.0,1.0,12.0
19.0,-73.98591,1.0,90.0,28.0,1.0,0.0
24.0,-73.94509,0.0,1.0,59.0,3.0,342.0
12.0,-73.9451,0.0,2.0,23.0,1.0,113.0
117.0,-73.97004,1.0,354.0,0.0,1.0,179.0
11.0,-74.00686,1.0,3.0,71.0,1.0,343.0
19.0,-73.98208,1.0,1.0,6.0,2.0,170.0
79.0,-74.01892,0.0,2.0,0.0,1.0,137.0
97.0,-73.98188,1.0,30.0,23.0,1.0,268.0
79.0,-74.01837,1.0,28.0,4.0,1.0,219.0
12.0,-73.94013,0.0,4.0,30.0,1.0,139.0
12.0,-73.95869,1.0,5.0,33.0,1.0,76.0
12.0,-73.94343,1.0,2.0,27.0,1.0,126.0
8.0,-73.95962,1.0,2.0,7.0,1.0,0.0
6.0,-73.95779,0.0,7.0,0.0,1.0,0.0
1.0,-73.98708,1.0,6.0,38.0,2.0,27.0
12.0,-73.95866,0.0,1.0,47.0,1.0,28.0
52.0,-73.99254,0.0,2.0,36.0,1.0,13.0
20.0,-73.95706,1.0,3.0,4.0,1.0,0.0
12.0,-73.94411,0.0,1.0,0.0,1.0,0.0
12.0,-73.94156,1.0,3.0,6.0,1.0,0.0
1.0,-73.97154,1.0,1.0,0.0,1.0,0.0
15.0,-73.95612,0.0,1.0,0.0,2.0,0.0
21.0,-73.93021,0.0,1.0,188.0,5.0,270.0
21.0,-73.9109,0.0,7.0,1.0,1.0,0.0
20.0,-73.94001,0.0,6.0,0.0,1.0,15.0
11.0,-74.00543,1.0,1.0,1.0,1.0,75.0
63.0,-73.8357,1.0,5.0,1.0,1.0,0.0
44.0,-73.91013,0.0,2.0,47.0,3.0,159.0
43.0,-74.00755,1.0,1.0,127.0,6.0,253.0
15.0,-73.95883,1.0,4.0,2.0,1.0,32.0
33.0,-73.99805,0.0,2.0,4.0,2.0,0.0
12.0,-73.94527,0.0,14.0,5.0,1.0,90.0
21.0,-73.91159,0.0,2.0,19.0,8.0,177.0
44.0,-73.90936,0.0,3.0,106.0,1.0,87.0
8.0,-73.96064,1.0,1.0,2.0,1.0,0.0
30.0,-73.94765,1.0,365.0,9.0,1.0,291.0
46.0,-73.76831,0.0,1.0,629.0,2.0,333.0
2.0,-73.94221,0.0,1.0,3.0,1.0,0.0
2.0,-73.95589,0.0,30.0,0.0,6.0,364.0
12.0,-73.94563,0.0,1.0,1.0,1.0,86.0
2.0,-73.95106,0.0,4.0,20.0,3.0,283.0
25.0,-73.95293,1.0,4.0,11.0,1.0,24.0
46.0,-73.77059,0.0,1.0,3.0,2.0,179.0
12.0,-73.94799,1.0,7.0,31.0,1.0,209.0
21.0,-73.92619,0.0,3.0,5.0,1.0,0.0
6.0,-73.93649,1.0,2.0,2.0,1.0,92.0
28.0,-73.95338,0.0,3.0,17.0,1.0,0.0
63.0,-73.8466,1.0,2.0,37.0,1.0,21.0
40.0,-73.9847,1.0,5.0,40.0,1.0,67.0
44.0,-73.91138,1.0,1.0,16.0,3.0,351.0
6.0,-73.9135,0.0,1.0,140.0,1.0,144.0
95.0,-73.845,1.0,5.0,1.0,1.0,94.0
8.0,-73.96604,0.0,1.0,2.0,2.0,0.0
6.0,-73.93866,1.0,2.0,18.0,1.0,209.0
15.0,-73.94854,0.0,1.0,32.0,2.0,351.0
68.0,-73.98523,0.0,1.0,0.0,1.0,0.0
3.0,-73.96619,1.0,7.0,140.0,1.0,32.0
12.0,-73.95532,1.0,2.0,1.0,1.0,350.0
83.0,-73.89071,0.0,1.0,6.0,1.0,341.0
28.0,-73.96269,0.0,1.0,4.0,1.0,0.0
12.0,-73.96401,1.0,5.0,14.0,1.0,188.0
8.0,-73.98882,0.0,3.0,86.0,3.0,68.0
2.0,-73.95303,1.0,1.0,3.0,1.0,0.0
22.0,-73.9644,0.0,1.0,8.0,1.0,283.0
7.0,-73.99035,1.0,6.0,1.0,1.0,0.0
6.0,-73.92996,0.0,4.0,0.0,1.0,22.0
22.0,-73.95443,0.0,3.0,76.0,3.0,253.0
2.0,-73.94887,1.0,2.0,12.0,1.0,7.0
37.0,-73.80125,0.0,30.0,0.0,1.0,326.0
8.0,-73.96844,0.0,1.0,0.0,1.0,0.0
28.0,-73.95127,0.0,5.0,5.0,4.0,267.0
18.0,-73.92161,1.0,2.0,0.0,1.0,365.0
18.0,-73.92781,1.0,4.0,41.0,2.0,100.0
25.0,-73.9525,0.0,15.0,3.0,1.0,135.0
21.0,-73.91173,2.0,30.0,2.0,5.0,365.0
8.0,-73.96215,0.0,1.0,14.0,4.0,0.0
6.0,-73.91251,0.0,5.0,12.0,3.0,354.0
1.0,-73.9664,1.0,30.0,16.0,1.0,3.0
23.0,-73.98959,0.0,2.0,46.0,5.0,341.0
30.0,-73.92804,1.0,4.0,2.0,1.0,0.0
6.0,-73.91702,2.0,1.0,1.0,1.0,179.0
11.0,-74.00626,1.0,2.0,3.0,1.0,82.0
14.0,-73.99171,1.0,1.0,0.0,1.0,0.0
73.0,-73.94639,0.0,30.0,0.0,2.0,173.0
29.0,-73.96514,0.0,3.0,63.0,1.0,0.0
28.0,-73.95985,1.0,1.0,3.0,1.0,0.0
14.0,-73.99435,1.0,30.0,3.0,10.0,338.0
2.0,-73.94718,0.0,2.0,1.0,1.0,83.0
20.0,-73.94512,0.0,3.0,32.0,13.0,74.0
26.0,-73.98032,0.0,5.0,1.0,3.0,0.0
56.0,-73.91385,0.0,3.0,47.0,2.0,176.0
45.0,-73.96307,1.0,4.0,1.0,1.0,9.0
6.0,-73.95961,0.0,1.0,0.0,1.0,0.0
28.0,-73.95989,1.0,2.0,25.0,1.0,0.0
20.0,-73.94671,1.0,15.0,0.0,1.0,24.0
11.0,-74.00618,1.0,2.0,42.0,1.0,141.0
2.0,-73.93905,1.0,15.0,0.0,1.0,0.0
8.0,-73.96544,1.0,1.0,3.0,1.0,0.0
103.0,-73.89298,0.0,2.0,31.0,1.0,51.0
19.0,-73.98676,1.0,3.0,12.0,1.0,0.0
26.0,-73.97704,1.0,3.0,1.0,1.0,0.0
64.0,-73.99481,0.0,7.0,3.0,3.0,0.0
12.0,-73.94874,0.0,2.0,2.0,1.0,0.0
12.0,-73.95875,0.0,4.0,3.0,1.0,0.0
28.0,-73.96152,1.0,1.0,0.0,1.0,32.0
25.0,-73.93647,1.0,1.0,3.0,1.0,0.0
6.0,-73.95473,0.0,1.0,74.0,2.0,269.0
4.0,-73.9446,0.0,1.0,58.0,2.0,26.0
19.0,-73.98466,1.0,2.0,9.0,1.0,0.0
2.0,-73.94022,0.0,1.0,1.0,3.0,268.0
83.0,-73.89368,0.0,30.0,0.0,37.0,0.0
1.0,-73.98684,1.0,4.0,33.0,1.0,354.0
28.0,-73.96022,1.0,30.0,0.0,10.0,89.0
4.0,-73.94038,1.0,3.0,0.0,1.0,25.0
16.0,-73.97546,1.0,8.0,3.0,1.0,7.0
6.0,-73.93497,1.0,2.0,0.0,2.0,30.0
25.0,-73.92979,1.0,2.0,0.0,1.0,0.0
27.0,-74.00217,1.0,5.0,0.0,1.0,364.0
2.0,-73.94939,1.0,5.0,16.0,1.0,3.0
23.0,-73.99181,1.0,2.0,0.0,2.0,338.0
11.0,-74.00369,1.0,2.0,3.0,1.0,176.0
12.0,-73.94797,1.0,2.0,29.0,1.0,82.0
88.0,-73.86055,1.0,2.0,199.0,2.0,319.0
4.0,-73.94149,1.0,4.0,13.0,1.0,35.0
25.0,-73.9472,0.0,5.0,0.0,1.0,179.0
30.0,-73.93661,1.0,4.0,0.0,1.0,9.0
12.0,-73.95663,0.0,1.0,14.0,1.0,295.0
129.0,-73.86747,0.0,3.0,0.0,6.0,41.0
82.0,-73.9616,0.0,2.0,27.0,1.0,71.0
6.0,-73.94761,0.0,5.0,2.0,1.0,0.0
19.0,-73.98718,1.0,8.0,6.0,1.0,0.0
101.0,-74.01623,2.0,1.0,205.0,1.0,326.0
68.0,-73.98566,0.0,4.0,10.0,2.0,0.0
32.0,-73.99438,1.0,30.0,95.0,1.0,281.0
23.0,-73.98949,1.0,30.0,0.0,1.0,353.0
4.0,-73.94677,0.0,3.0,0.0,2.0,0.0
6.0,-73.92154,1.0,2.0,7.0,2.0,281.0
19.0,-73.97898,1.0,3.0,7.0,1.0,7.0
20.0,-73.95791,1.0,2.0,1.0,1.0,24.0
14.0,-73.98986,1.0,2.0,62.0,1.0,19.0
67.0,-73.966,1.0,2.0,1.0,2.0,229.0
19.0,-73.9921,0.0,1.0,0.0,1.0,0.0
126.0,-73.89704,0.0,1.0,8.0,4.0,234.0
2.0,-73.94567,1.0,3.0,46.0,2.0,325.0
2.0,-73.95353,0.0,2.0,138.0,1.0,7.0
12.0,-73.96596,1.0,2.0,5.0,1.0,0.0
52.0,-73.99957,1.0,3.0,43.0,1.0,7.0
15.0,-73.95057,0.0,2.0,247.0,2.0,275.0
17.0,-73.98451,1.0,2.0,5.0,2.0,0.0
1.0,-73.96648,1.0,28.0,2.0,49.0,243.0
12.0,-73.95332,1.0,3.0,0.0,1.0,0.0
7.0,-73.98384,1.0,30.0,0.0,96.0,327.0
56.0,-73.91445,1.0,3.0,32.0,2.0,131.0
21.0,-73.92628,1.0,2.0,2.0,1.0,7.0
38.0,-73.98039,1.0,4.0,13.0,1.0,0.0
37.0,-73.83192,0.0,1.0,65.0,1.0,139.0
11.0,-74.00237,1.0,3.0,108.0,1.0,318.0
6.0,-73.94709,0.0,2.0,0.0,6.0,150.0
19.0,-73.98712,0.0,3.0,1.0,1.0,67.0
18.0,-73.93082,0.0,2.0,50.0,1.0,6.0
25.0,-73.94123,1.0,90.0,0.0,1.0,131.0
2.0,-73.95596,0.0,2.0,122.0,1.0,127.0
14.0,-73.99167,1.0,2.0,1.0,1.0,0.0
2.0,-73.95189,0.0,1.0,13.0,3.0,71.0
2.0,-73.93867,0.0,1.0,2.0,1.0,0.0
125.0,-73.72173,0.0,1.0,0.0,1.0,365.0
14.0,-73.99762,1.0,7.0,3.0,1.0,250.0
52.0,-73.99761,1.0,1.0,0.0,1.0,0.0
152.0,-73.76918,1.0,1.0,132.0,1.0,28.0
6.0,-73.92408,0.0,30.0,2.0,1.0,87.0
19.0,-73.98197,1.0,1.0,40.0,1.0,73.0
62.0,-73.815,1.0,2.0,14.0,1.0,0.0
20.0,-73.95153,0.0,2.0,19.0,1.0,0.0
25.0,-73.93852,0.0,5.0,4.0,1.0,0.0
6.0,-73.94353,0.0,1.0,397.0,2.0,35.0
21.0,-73.93035,0.0,15.0,0.0,1.0,0.0
8.0,-73.96687,1.0,30.0,0.0,1.0,310.0
70.0,-73.88761,1.0,14.0,1.0,1.0,178.0
2.0,-73.94667,1.0,2.0,82.0,1.0,135.0
28.0,-73.94787,1.0,1.0,49.0,1.0,296.0
16.0,-73.98169,1.0,5.0,8.0,1.0,0.0
54.0,-73.95161,0.0,1.0,37.0,1.0,84.0
27.0,-74.00195,1.0,1.0,6.0,3.0,172.0
5.0,-73.96967,0.0,11.0,0.0,1.0,0.0
4.0,-73.93594,0.0,21.0,2.0,2.0,61.0
113.0,-73.98401,1.0,1.0,1.0,1.0,6.0
33.0,-73.99493,1.0,1.0,62.0,5.0,178.0
2.0,-73.94326,0.0,1.0,0.0,1.0,0.0
28.0,-73.94782,0.0,1.0,73.0,1.0,1.0
12.0,-73.94485,0.0,2.0,1.0,1.0,0.0
12.0,-73.94237,0.0,30.0,0.0,3.0,318.0
8.0,-73.97994,1.0,3.0,81.0,1.0,152.0
29.0,-73.96408,0.0,2.0,1.0,1.0,0.0
28.0,-73.95366,0.0,1.0,1.0,1.0,147.0
10.0,-73.98325,0.0,31.0,0.0,2.0,119.0
1.0,-73.98038,1.0,1.0,0.0,1.0,0.0
15.0,-73.91986,0.0,1.0,2.0,1.0,73.0
2.0,-73.95389,0.0,1.0,13.0,1.0,0.0
12.0,-73.9582,0.0,4.0,9.0,1.0,0.0
1.0,-73.98349,1.0,2.0,10.0,1.0,0.0
49.0,-73.91282,0.0,2.0,0.0,1.0,0.0
13.0,-73.9729,1.0,7.0,83.0,1.0,67.0
68.0,-73.98322,1.0,3.0,0.0,1.0,5.0
8.0,-73.97953,1.0,3.0,258.0,1.0,235.0
6.0,-73.93484,0.0,5.0,2.0,2.0,0.0
19.0,-73.98445,1.0,1.0,144.0,1.0,49.0
30.0,-73.94827,0.0,3.0,0.0,1.0,87.0
19.0,-73.97679,1.0,4.0,0.0,1.0,83.0
19.0,-73.98327,1.0,30.0,0.0,4.0,151.0
7.0,-73.98964,1.0,5.0,1.0,1.0,0.0
21.0,-73.91441,1.0,7.0,6.0,1.0,3.0
12.0,-73.94501,0.0,1.0,2.0,2.0,64.0
79.0,-74.00087,0.0,1.0,0.0,3.0,89.0
8.0,-73.97959,0.0,3.0,40.0,2.0,113.0
6.0,-73.95489,1.0,4.0,122.0,1.0,257.0
15.0,-73.95349,2.0,1.0,0.0,2.0,365.0
8.0,-73.96984,0.0,1.0,4.0,3.0,7.0
45.0,-73.95878,0.0,2.0,126.0,1.0,12.0
15.0,-73.93003,1.0,1.0,59.0,1.0,98.0
2.0,-73.94425,0.0,1.0,31.0,1.0,123.0
2.0,-73.95305,0.0,1.0,3.0,1.0,71.0
8.0,-73.98638,1.0,2.0,0.0,1.0,0.0
28.0,-73.95121,0.0,1.0,75.0,1.0,359.0
39.0,-73.91406,1.0,2.0,40.0,1.0,20.0
12.0,-73.9528,1.0,1.0,9.0,2.0,254.0
12.0,-73.94825,1.0,2.0,0.0,1.0,0.0
83.0,-73.87993,0.0,1.0,204.0,2.0,0.0
14.0,-73.99506,1.0,19.0,0.0,1.0,0.0
16.0,-73.97823,0.0,14.0,0.0,1.0,4.0
22.0,-73.96195,1.0,4.0,26.0,1.0,81.0
52.0,-73.99836,0.0,21.0,79.0,2.0,34.0
24.0,-73.9499,0.0,3.0,7.0,1.0,43.0
81.0,-73.88005,0.0,1.0,73.0,3.0,165.0
6.0,-73.91621,0.0,2.0,4.0,1.0,2.0
2.0,-73.94574,1.0,3.0,123.0,3.0,248.0
2.0,-73.95241,0.0,1.0,3.0,2.0,0.0
68.0,-73.98441,1.0,5.0,2.0,3.0,30.0
6.0,-73.92128,1.0,2.0,2.0,1.0,0.0
111.0,-74.0025,0.0,1.0,9.0,2.0,46.0
8.0,-73.97579,1.0,1.0,32.0,1.0,0.0
75.0,-74.03444,1.0,1.0,2.0,1.0,0.0
47.0,-73.87493,0.0,2.0,72.0,3.0,81.0
14.0,-73.9955,0.0,3.0,2.0,1.0,0.0
43.0,-74.01077,1.0,2.0,15.0,327.0,260.0
19.0,-73.98576,1.0,5.0,3.0,1.0,76.0
26.0,-73.97968,0.0,30.0,37.0,26.0,365.0
90.0,-74.02337,1.0,5.0,48.0,4.0,91.0
32.0,-73.99304,1.0,1.0,0.0,1.0,0.0
79.0,-73.99918,1.0,1.0,1.0,1.0,0.0
16.0,-73.97475,1.0,3.0,21.0,1.0,125.0
48.0,-73.99494,1.0,2.0,5.0,1.0,31.0
14.0,-73.99567,1.0,2.0,1.0,1.0,0.0
16.0,-73.97871,0.0,1.0,0.0,1.0,0.0
19.0,-73.97822,0.0,5.0,2.0,1.0,0.0
12.0,-73.94162,0.0,2.0,18.0,1.0,280.0
19.0,-73.98379,0.0,1.0,2.0,2.0,0.0
16.0,-73.97709,1.0,11.0,0.0,1.0,25.0
107.0,-73.74546,1.0,2.0,65.0,1.0,263.0
79.0,-73.99455,1.0,2.0,24.0,1.0,12.0
26.0,-73.97432,0.0,5.0,2.0,1.0,0.0
6.0,-73.94593,0.0,1.0,4.0,3.0,0.0
1.0,-73.96566,2.0,3.0,6.0,1.0,0.0
123.0,-74.0072,0.0,5.0,5.0,1.0,0.0
19.0,-73.97907,1.0,30.0,0.0,1.0,119.0
7.0,-73.98935,1.0,1.0,51.0,1.0,25.0
3.0,-73.96467,0.0,7.0,2.0,1.0,89.0
19.0,-73.98419,1.0,2.0,179.0,1.0,179.0
81.0,-73.87193,0.0,2.0,3.0,1.0,0.0
8.0,-73.98253,1.0,30.0,17.0,11.0,365.0
12.0,-73.96401,0.0,2.0,14.0,2.0,3.0
123.0,-74.01058,1.0,2.0,98.0,1.0,193.0
56.0,-73.9251,1.0,2.0,2.0,1.0,80.0
34.0,-73.98847,0.0,2.0,1.0,2.0,0.0
26.0,-73.98243,1.0,30.0,36.0,1.0,242.0
6.0,-73.94232,1.0,5.0,25.0,2.0,347.0
23.0,-73.9877,0.0,1.0,5.0,1.0,0.0
106.0,-73.79567,1.0,2.0,25.0,2.0,332.0
12.0,-73.96346,1.0,31.0,0.0,1.0,54.0
4.0,-73.9459,1.0,2.0,5.0,2.0,177.0
8.0,-73.97699,1.0,4.0,22.0,1.0,239.0
46.0,-73.76712,1.0,1.0,141.0,1.0,164.0
21.0,-73.90715,0.0,30.0,7.0,6.0,92.0
28.0,-73.95532,0.0,1.0,49.0,1.0,230.0
23.0,-73.9882,0.0,3.0,56.0,2.0,304.0
155.0,-73.79179,1.0,2.0,0.0,2.0,19.0
25.0,-73.93047,0.0,3.0,0.0,1.0,0.0
6.0,-73.9515,1.0,4.0,11.0,1.0,0.0
2.0,-73.95001,1.0,6.0,0.0,1.0,18.0
30.0,-73.9391,0.0,6.0,0.0,1.0,0.0
100.0,-73.8948,1.0,3.0,23.0,3.0,363.0
8.0,-73.98211,1.0,1.0,0.0,1.0,0.0
56.0,-73.91607,0.0,1.0,2.0,1.0,0.0
6.0,-73.94884,0.0,3.0,0.0,1.0,0.0
29.0,-73.96775,1.0,4.0,7.0,1.0,25.0
3.0,-73.96788,1.0,2.0,69.0,6.0,327.0
16.0,-73.98454,1.0,3.0,135.0,1.0,204.0
21.0,-73.92929,0.0,1.0,27.0,1.0,29.0
29.0,-73.96433,1.0,2.0,14.0,1.0,9.0
44.0,-73.90851,0.0,6.0,2.0,1.0,0.0
33.0,-73.99515,1.0,4.0,33.0,1.0,158.0
177.0,-73.90342,1.0,1.0,0.0,1.0,0.0
10.0,-73.98871,0.0,1.0,16.0,1.0,80.0
25.0,-73.9537,1.0,1.0,1.0,1.0,0.0
21.0,-73.9185,1.0,2.0,3.0,1.0,25.0
34.0,-73.98486,1.0,2.0,57.0,1.0,25.0
7.0,-73.98539,1.0,4.0,15.0,1.0,5.0
43.0,-74.0137,0.0,2.0,4.0,1.0,0.0
15.0,-73.96317,1.0,2.0,160.0,1.0,255.0
2.0,-73.94184,0.0,1.0,1.0,2.0,364.0
24.0,-73.94781,0.0,5.0,3.0,1.0,32.0
11.0,-74.00361,1.0,3.0,11.0,1.0,318.0
141.0,-73.88227,0.0,2.0,0.0,1.0,53.0
28.0,-73.9517,1.0,5.0,6.0,1.0,0.0
20.0,-73.95323,1.0,1.0,152.0,3.0,1.0
50.0,-73.9927,1.0,1.0,0.0,1.0,0.0
6.0,-73.95573,1.0,3.0,101.0,2.0,293.0
18.0,-73.92411,1.0,3.0,4.0,1.0,0.0
18.0,-73.92302,0.0,4.0,2.0,2.0,0.0
12.0,-73.93766,0.0,4.0,5.0,1.0,0.0
15.0,-73.95725,0.0,30.0,2.0,7.0,246.0
6.0,-73.9425,1.0,3.0,34.0,5.0,308.0
19.0,-73.97815,0.0,2.0,29.0,3.0,0.0
15.0,-73.95736,1.0,1.0,29.0,1.0,123.0
83.0,-73.86418,0.0,2.0,32.0,5.0,126.0
19.0,-73.98212,1.0,2.0,11.0,1.0,0.0
7.0,-73.99676,0.0,3.0,29.0,3.0,126.0
2.0,-73.94113,0.0,2.0,0.0,1.0,364.0
37.0,-73.82192,0.0,1.0,49.0,4.0,72.0
24.0,-73.95221,0.0,3.0,46.0,2.0,197.0
1.0,-73.98329,1.0,30.0,0.0,4.0,362.0
8.0,-73.9846,1.0,30.0,3.0,52.0,275.0
11.0,-74.00723,1.0,2.0,269.0,2.0,167.0
21.0,-73.91481,0.0,3.0,9.0,1.0,10.0
30.0,-73.93658,1.0,90.0,1.0,1.0,0.0
16.0,-73.97891,1.0,1.0,0.0,1.0,0.0
12.0,-73.94234,0.0,1.0,2.0,2.0,0.0
1.0,-73.96946,1.0,1.0,154.0,3.0,234.0
12.0,-73.94231,0.0,1.0,1.0,3.0,0.0
3.0,-73.96626,0.0,3.0,0.0,1.0,0.0
12.0,-73.94423,0.0,2.0,34.0,1.0,74.0
27.0,-74.00876,1.0,3.0,2.0,1.0,0.0
32.0,-73.99361,1.0,1.0,1.0,1.0,0.0
2.0,-73.94273,1.0,3.0,90.0,3.0,175.0
36.0,-73.99896,1.0,30.0,5.0,1.0,117.0
8.0,-73.97815,1.0,1.0,1.0,1.0,0.0
44.0,-73.89602,0.0,2.0,29.0,1.0,0.0
15.0,-73.91614,0.0,1.0,0.0,1.0,177.0
4.0,-73.94764,1.0,2.0,67.0,2.0,283.0
15.0,-73.95232,0.0,2.0,41.0,4.0,334.0
13.0,-73.97065,0.0,3.0,4.0,3.0,0.0
44.0,-73.91228,0.0,2.0,177.0,2.0,245.0
5.0,-73.97514,1.0,1.0,17.0,2.0,364.0
12.0,-73.95443,0.0,3.0,1.0,1.0,8.0
7.0,-73.99099,1.0,2.0,60.0,1.0,224.0
28.0,-73.96225,0.0,3.0,1.0,2.0,0.0
12.0,-73.943,0.0,4.0,3.0,2.0,0.0
8.0,-73.9688,1.0,2.0,2.0,2.0,0.0
21.0,-73.91201,0.0,30.0,1.0,9.0,45.0
10.0,-73.97931,1.0,4.0,0.0,1.0,39.0
1.0,-73.98245,1.0,29.0,0.0,327.0,336.0
12.0,-73.94505,1.0,1.0,11.0,1.0,0.0
28.0,-73.95354,1.0,7.0,17.0,3.0,0.0
6.0,-73.95144,0.0,3.0,5.0,3.0,65.0
21.0,-73.92492,0.0,2.0,10.0,1.0,18.0
14.0,-73.99639,0.0,1.0,70.0,12.0,344.0
8.0,-73.98449,1.0,3.0,0.0,1.0,0.0
11.0,-74.00059,1.0,1.0,21.0,2.0,271.0
12.0,-73.94301,1.0,3.0,4.0,2.0,46.0
23.0,-73.99022,1.0,31.0,59.0,1.0,27.0
9.0,-73.99121,1.0,1.0,0.0,1.0,0.0
23.0,-73.99189,1.0,30.0,3.0,7.0,2.0
15.0,-73.914,0.0,1.0,34.0,1.0,35.0
2.0,-73.94001,1.0,1.0,18.0,1.0,34.0
6.0,-73.94848,0.0,3.0,5.0,1.0,0.0
12.0,-73.95839,1.0,6.0,28.0,1.0,365.0
24.0,-73.95824,1.0,1.0,282.0,1.0,187.0
3.0,-73.9645,1.0,30.0,3.0,2.0,40.0
19.0,-73.98823,1.0,2.0,1.0,2.0,365.0
6.0,-73.95751,0.0,5.0,4.0,1.0,0.0
70.0,-73.87421,0.0,3.0,9.0,13.0,180.0
53.0,-73.99718,2.0,1.0,0.0,1.0,0.0
26.0,-73.98101,1.0,30.0,0.0,8.0,364.0
124.0,-73.83023,0.0,2.0,0.0,2.0,160.0
10.0,-73.98704,1.0,4.0,14.0,2.0,13.0
116.0,-73.82752,0.0,1.0,24.0,1.0,32.0
126.0,-73.90256,1.0,1.0,94.0,1.0,154.0
149.0,-73.79101,0.0,1.0,20.0,5.0,38.0
13.0,-73.97386,1.0,4.0,4.0,1.0,0.0
21.0,-73.932,0.0,1.0,0.0,1.0,0.0
23.0,-73.99019,0.0,30.0,0.0,1.0,0.0
105.0,-73.91378,2.0,1.0,9.0,1.0,0.0
44.0,-73.90771,0.0,2.0,132.0,1.0,261.0
39.0,-73.92004,0.0,2.0,132.0,1.0,14.0
5.0,-73.9736,0.0,1.0,43.0,2.0,176.0
49.0,-73.91903,0.0,5.0,0.0,1.0,0.0
162.0,-73.85486,1.0,3.0,10.0,1.0,281.0
49.0,-73.91409,1.0,2.0,6.0,1.0,176.0
46.0,-73.77858,0.0,1.0,5.0,2.0,281.0
12.0,-73.93454,0.0,3.0,33.0,2.0,127.0
32.0,-73.9951,0.0,1.0,23.0,1.0,166.0
153.0,-73.84084,1.0,2.0,83.0,1.0,288.0
49.0,-73.91183,1.0,3.0,3.0,1.0,41.0
7.0,-73.9882,1.0,30.0,7.0,39.0,347.0
15.0,-73.95814,0.0,1.0,15.0,1.0,0.0
16.0,-73.97738,1.0,60.0,2.0,1.0,83.0
19.0,-73.98152,0.0,30.0,8.0,1.0,219.0
8.0,-73.96495,0.0,1.0,5.0,1.0,0.0
3.0,-73.96427,0.0,2.0,12.0,1.0,0.0
7.0,-73.98815,2.0,2.0,13.0,2.0,5.0
1.0,-73.98567,1.0,2.0,117.0,1.0,235.0
7.0,-73.98807,2.0,1.0,17.0,8.0,198.0
17.0,-73.9746,1.0,5.0,25.0,1.0,6.0
12.0,-73.94791,0.0,3.0,7.0,1.0,0.0
79.0,-74.00274,2.0,1.0,8.0,4.0,332.0
56.0,-73.91427,0.0,1.0,72.0,1.0,364.0
28.0,-73.94986,1.0,1.0,6.0,1.0,0.0
21.0,-73.91183,0.0,2.0,1.0,1.0,0.0
27.0,-74.00558,1.0,3.0,10.0,1.0,0.0
25.0,-73.93716,1.0,2.0,182.0,1.0,272.0
2.0,-73.94259,1.0,3.0,12.0,4.0,230.0
